Id	Name	Family	Family Override	Saying	Duration	Difficulty	isFellowship	isOffensive	isUntargeted	IsInstantCast	School.Id	Requires TurnTo
3526	Nuhmudira's Enlightenment	435	435	malareatak	3600	300	False	False	False	False	4	True
3527	Intoxication I	8	8	equincavik	300	130	False	False	False	False	4	True
3528	Intoxication II	8	8	equincavik	300	230	False	False	False	False	4	True
3529	Intoxication III	8	8	equincavik	300	330	False	False	False	False	4	True
3530	Ketnan's Eye	9	9	malarcaril	1800	420	False	False	True	True	4	False
3531	Bobo's Quickening	5	5	malarcaja	1800	420	False	False	True	True	4	False
3532	Bobo's Focused Blessing	9	9	malarcaril	300	140	False	False	True	True	4	False
3533	Brighteyes' Favor	7	7	malarcavik	1800	420	False	False	True	True	4	False
3534	Free Ride to the K'nath Lair	214	214	thithi	-1	125	False	False	False	False	3	True
3535	Free Ride to Sanamar	214	214	thithi	-1	125	False	False	False	False	3	True
3536	Portal Sending	214	214		-1	125	False	False	False	False	3	True
3537	Portal Sending	214	214		-1	125	False	False	False	False	3	True
3538	Portal Sending	214	214		-1	125	False	False	False	False	3	True
3539	Portal Sending	214	214		-1	125	False	False	False	False	3	True
3540	Portal Sending	214	214		-1	125	False	False	False	False	3	True
3541	Portal Sending	214	214		-1	125	False	False	False	False	3	True
3542	Portal Sending	214	214		-1	125	False	False	False	False	3	True
3543	Portal Sending	214	214		-1	125	False	False	False	False	3	True
3544	Portal Sending	214	214		-1	125	False	False	False	False	3	True
3545	Portal Sending	214	214		-1	125	False	False	False	False	3	True
3546	Portal Sending	214	214		-1	125	False	False	False	False	3	True
3547	Portal Sending	214	214		-1	125	False	False	False	False	3	True
3548	Portal Sending	214	214		-1	125	False	False	False	False	3	True
3549	Portal Sending	214	214		-1	125	False	False	False	False	3	True
3550	Portal Sending	214	214		-1	125	False	False	False	False	3	True
3551	Portal Sending	214	214		-1	125	False	False	False	False	3	True
3552	Portal Sending	214	214		-1	125	False	False	False	False	3	True
3553	Portal Sending	214	214		-1	125	False	False	False	False	3	True
3554	Portal Sending	214	214		-1	125	False	False	False	False	3	True
3555	Portal Sending	214	214		-1	125	False	False	False	False	3	True
3556	Portal Sending	214	214		-1	125	False	False	False	False	3	True
3557	Portal Sending	214	214		-1	125	False	False	False	False	3	True
3558	Portal Sending	214	214		-1	125	False	False	False	False	3	True
3559	Portal Sending	214	214		-1	125	False	False	False	False	3	True
3560	Portal Sending	214	214		-1	125	False	False	False	False	3	True
3561	Portal Sending	214	214		-1	125	False	False	False	False	3	True
3562	Portal Sending	214	214		-1	125	False	False	False	False	3	True
3563	Portal Sending	214	214		-1	125	False	False	False	False	3	True
3564	Portal Sending	214	214		-1	125	False	False	False	False	3	True
3565	Portal Sending	214	214		-1	125	False	False	False	False	3	True
3566	Portal Sending	214	214		-1	125	False	False	False	False	3	True
3567	Fiun Flee	515	515	kedrakeasith	780	15	False	False	False	True	4	True
3568	Fiun Efficiency	516	516	kedrakeasith	780	10	False	False	False	True	4	True
3569	Mana Boost	412	412	equinzhachor	1800	300	False	False	False	False	4	True
3570	Stamina Boost	411	411	kedrakcazael	1800	300	False	False	False	False	4	True
3571	Health Boost	410	410	equinzhachor	1800	300	False	False	False	False	4	True
3572	Inner Brilliance	269	269	kedrakcaril	600	12	False	False	False	True	4	True
3573	Inner Might	261	261	kedrakcazael	600	12	False	False	False	True	4	True
3574	Inner Will	271	271	kedrakcasith	600	12	False	False	False	True	4	True
3575	Perfect Balance	267	267	kedrakcavik	600	12	False	False	False	True	4	True
3576	Perfect Health	263	263	kedrakcareth	600	12	False	False	False	True	4	True
3577	Perfect Speed	265	265	kedrakcaja	600	12	False	False	False	True	4	True
3578	Depths of Liazk Itzi's Temple	214	214	shurovthiloi	-1	125	False	False	False	False	3	True
3579	Underpassage of Liazk Itzi's Temple	214	214	shurovthiloi	-1	125	False	False	False	False	3	True
3580	Center of Liazk Itzi's Temple	214	214	shurovthiloi	-1	125	False	False	False	False	3	True
3581	Secrets of Liazk Itzi's Temple	214	214	shurovthiloi	-1	125	False	False	False	False	3	True
3582	Eaten!	214	214	shurovthiloi	-1	125	False	False	False	False	3	True
3583	Regurgitated	214	214	shurovthiloi	-1	125	False	False	False	False	3	True
3584	Qin Xikit's Receiving Chamber	214	214	shurovthiloi	-1	125	False	False	False	False	3	True
3585	Eaten!	214	214	shurovthiloi	-1	125	False	False	False	False	3	True
3586	Qin Xikit's Antechamber	214	214	shurovthiloi	-1	125	False	False	False	False	3	True
3587	Portal Sending	214	214	shurovthiloi	-1	125	False	False	False	False	3	True
3588	Secrets of Qin Xikit's Temple	214	214	shurovthiloi	-1	125	False	False	False	False	3	True
3589	Qin Xikit's Tomb	214	214	shurovthiloi	-1	125	False	False	False	False	3	True
3590	Regurgitated!	214	214	shurovthiloi	-1	125	False	False	False	False	3	True
3591	Access to Xi Ru's Font	214	214	shurovthiloi	-1	125	False	False	False	False	3	True
3592	Qin Xikit's Island	203	203	roigathiloi	900	351	False	False	True	False	3	False
3593	Eaten!	214	214	shurovthiloi	-1	125	False	False	False	False	3	True
3594	Underpassage of Hizk Ri's Temple	214	214	shurovthiloi	-1	125	False	False	False	False	3	True
3595	Underpassage of Hizk Ri's Temple	214	214	shurovthiloi	-1	125	False	False	False	False	3	True
3596	Center of Hizk Ri's Temple	214	214	shurovthiloi	-1	125	False	False	False	False	3	True
3597	Secrets of Hizk Ri's Temple	214	214	shurovthiloi	-1	125	False	False	False	False	3	True
3598	Regurgitated	214	214	shurovthiloi	-1	125	False	False	False	False	3	True
3599	Eaten!	214	214	shurovthiloi	-1	125	False	False	False	False	3	True
3600	Depths of Ixir Zi's Temple	214	214	shurovthiloi	-1	125	False	False	False	False	3	True
3601	Underpassage of Ixir Zi's Temple	214	214	shurovthiloi	-1	125	False	False	False	False	3	True
3602	Center of Ixir Zi's Temple	214	214	shurovthiloi	-1	125	False	False	False	False	3	True
3603	Secrets of Ixir Zi's Temple	214	214	shurovthiloi	-1	125	False	False	False	False	3	True
3604	Regurgitated	214	214	shurovthiloi	-1	125	False	False	False	False	3	True
3605	Portal to Cragstone	214	214	shurovthiloi	-1	125	False	False	False	False	3	True
3606	Eaten!	214	214	shurovthiloi	-1	125	False	False	False	False	3	True
3607	Depth's of Izji Qo's Temple	214	214	shurovthiloi	-1	125	False	False	False	False	3	True
3608	Underpassage of Izji Qo's Temple	214	214	shurovthiloi	-1	125	False	False	False	False	3	True
3609	Center of Izji Qo's Temple	214	214	shurovthiloi	-1	125	False	False	False	False	3	True
3610	Secrets of Izji Qo's Temple	214	214	shurovthiloi	-1	125	False	False	False	False	3	True
3611	Regurgitated	214	214	shurovthiloi	-1	125	False	False	False	False	3	True
3612	Eaten!	214	214	shurovthiloi	-1	125	False	False	False	False	3	True
3613	Regurgitated	214	214	shurovthiloi	-1	125	False	False	False	False	3	True
3614	Underpassage of Kivik Lir's Temple	214	214	shurovthiloi	-1	125	False	False	False	False	3	True
3615	Center of Kivik Lir's Temple	214	214	shurovthiloi	-1	125	False	False	False	False	3	True
3616	Secrets of Kivik Lir's Temple	214	214	shurovthiloi	-1	125	False	False	False	False	3	True
3617	Depths of Kivik Lir's Temple	214	214	shurovthiloi	-1	125	False	False	False	False	3	True
3618	Portal to Western Aphus Lassel	214	214	shurovthiloi	-1	125	False	False	False	False	3	True
3619	Portal to the Black Death Catacombs	214	214	shurovthiloi	-1	125	False	False	False	False	3	True
3620	Portal to Black Spawn Den	214	214	shurovthiloi	-1	125	False	False	False	False	3	True
3621	Portal to Black Spawn Den	214	214	shurovthiloi	-1	125	False	False	False	False	3	True
3622	Portal to Black Spawn Den	214	214	shurovthiloi	-1	125	False	False	False	False	3	True
3623	Portal to Center of the Obsidian Plains	214	214	shurovthiloi	-1	125	False	False	False	False	3	True
3624	Portal to Hills Citadel	214	214	shurovthiloi	-1	125	False	False	False	False	3	True
3625	Portal to the Kara Wetlands	214	214	shurovthiloi	-1	125	False	False	False	False	3	True
3626	Portal to the Marescent Plateau Base	214	214	shurovthiloi	-1	125	False	False	False	False	3	True
3627	Portal to Neydisa Castle	214	214	shurovthiloi	-1	125	False	False	False	False	3	True
3628	Portal to the Northern Landbridge	214	214	shurovthiloi	-1	125	False	False	False	False	3	True
3629	Portal to the Olthoi Horde Nest	214	214	shurovthiloi	-1	125	False	False	False	False	3	True
3630	Portal to the Olthoi North	214	214	shurovthiloi	-1	125	False	False	False	False	3	True
3631	Portal to the Renegade Fortress	214	214	shurovthiloi	-1	125	False	False	False	False	3	True
3632	Portal to Ridge Citadel	214	214	shurovthiloi	-1	125	False	False	False	False	3	True
3633	Portal to the Southern Landbridge	214	214	shurovthiloi	-1	125	False	False	False	False	3	True
3634	Portal To Valley of Death	214	214	shurovthiloi	-1	125	False	False	False	False	3	True
3635	Portal to Wilderness Citadel	214	214	shurovthiloi	-1	125	False	False	False	False	3	True
3636	Kern's Boon	438	438	kedraklutak	600	2	False	False	False	True	4	True
3637	Ranger's Boon	439	439	kedrakhatak	780	2	False	False	False	True	4	True
3638	Ranger's Boon	439	439	kedrakhatak	780	2	False	False	False	True	4	True
3639	Ranger's Boon	439	439	kedrakhatak	780	2	False	False	False	True	4	True
3640	Enchanter's Boon	430	430	kedrakealoi	780	2	False	False	False	True	4	True
3641	Hieromancer's Boon	426	426	kedrakeati	780	2	False	False	False	True	4	True
3642	Fencer's Boon	442	442	kedrakluzael	780	2	False	False	False	True	4	True
3643	Life Giver's Boon	429	429	kedrakeavik	780	2	False	False	False	True	4	True
3644	Kern's Boon	438	438	kedraklutak	600	2	False	False	False	True	4	True
3645	Kern's Boon	438	438	kedraklutak	600	2	False	False	False	True	4	True
3646	Kern's Boon	438	438	kedraklutak	600	2	False	False	False	True	4	True
3647	Kern's Boon	438	438	kedraklutak	600	2	False	False	False	True	4	True
3648	Soldier's Boon	447	447	kedrakluril	780	2	False	False	False	True	4	True
3649	Aerfalle's Embrace	421	421		120	325	True	True	False	False	4	True
3650	Aerfalle's Enforcement	424	424	cruathqualoi	120	325	True	True	False	False	4	True
3651	Aerfalle's Gaze	424	424	helkasqualoi	120	325	False	True	False	False	4	True
3652	Aerfalle's Touch	421	421		120	325	False	False	False	False	4	True
3653	Acid Blast III	131	131	zojakeafeth	-1	125	False	True	False	False	1	True
3654	Acid Volley I	207	207	jevakquafeth	-1	125	False	True	False	False	1	True
3655	Acid Volley II	207	207	jevakquafeth	-1	175	False	True	False	False	1	True
3656	Blade Blast III	137	137	tugakquati	-1	125	False	True	False	False	1	True
3657	Blade Blast IV	137	137	tugakquati	-1	175	False	True	False	False	1	True
3658	Blade Volley I	213	213	jevakquati	-1	125	False	True	False	False	1	True
3659	Blade Volley II	213	213	jevakquati	-1	175	False	True	False	False	1	True
3660	Bludgeoning Volley I	208	208	jevakquareth	-1	125	False	True	False	False	1	True
3661	Bludgeoning Volley II	208	208	jevakquareth	-1	175	False	True	False	False	1	True
3662	Flame Blast I	135	135	tugakquatak	-1	75	False	True	False	False	1	True
3663	Flame Volley III	211	211	jevakquaguz	-1	125	False	True	False	False	1	True
3664	Flame Volley IV	211	211	jevakquaguz	-1	175	False	True	False	False	1	True
3665	Force Blast III	136	136	tugakquazael	-1	125	False	True	False	False	1	True
3666	Force Blast IV	136	136	tugakquazael	-1	175	False	True	False	False	1	True
3667	Force Volley III	212	212	jevakquazael	-1	125	False	True	False	False	1	True
3668	Force Volley IV	212	212	jevakquazael	-1	175	False	True	False	False	1	True
3669	Frost Blast III	133	133	tugakquapaj	-1	125	False	True	False	False	1	True
3670	Frost Blast IV	133	133	tugakquapaj	-1	175	False	True	False	False	1	True
3671	Frost Volley III	209	209	jevakquapaj	-1	125	False	True	False	False	1	True
3672	Frost Volley IV	209	209	jevakquapaj	-1	175	False	True	False	False	1	True
3673	Lightning Blast III	134	134	tugakquasith	-1	125	False	True	False	False	1	True
3674	Lightning Blast IV	134	134	tugakquasith	-1	175	False	True	False	False	1	True
3675	Lightning Volley III	210	210	jevakquasith	-1	125	False	True	False	False	1	True
3676	Lightning Volley IV	210	210	jevakquasith	-1	175	False	True	False	False	1	True
3677	Shock Blast III	132	132	tugakquareth	-1	125	False	True	False	False	1	True
3678	Shock Blast IV	132	132	tugakquareth	-1	175	False	True	False	False	1	True
3679	Prodigal Acid Bane	449	449	malarqualoi	900	600	False	False	False	False	3	True
3680	Prodigal Acid Protection	448	448	helkasqualoi	900	600	False	False	True	True	2	False
3681	Prodigal Alchemy Mastery	450	450	malareatak	900	600	False	False	True	True	4	False
3682	Prodigal Arcane Enlightenment	456	456	malareaja	900	600	False	False	True	True	4	False
3683	Prodigal Armor Expertise	452	452	malaroloi	900	600	False	False	True	True	4	False
3684	Prodigal Armor	457	457	helkasquasith	900	600	False	False	True	True	2	False
3685	Prodigal Light Weapon Mastery	462	462	malarlutak	900	600	False	False	True	True	4	False
3686	Prodigal Blade Bane	503	503	malarquaguz	900	600	False	False	False	False	3	True
3687	Prodigal Blade Protection	502	502	helkasquaguz	900	600	False	False	True	True	2	False
3688	Prodigal Blood Drinker	473	473	malaraeril	900	600	False	False	False	False	3	True
3689	Prodigal Bludgeon Bane	464	464	malarquareth	900	600	False	False	False	False	3	True
3690	Prodigal Bludgeon Protection	463	463	helkasquareth	900	600	False	False	True	True	2	False
3691	Prodigal Missile Weapon Mastery	465	465	malarhatak	900	600	False	False	True	True	4	False
3692	Prodigal Cold Protection	466	466	helkasquavik	900	600	False	False	True	True	2	False
3693	Prodigal Cooking Mastery	468	468	malarguafeth	900	600	False	False	True	True	4	False
3694	Prodigal Coordination	469	469	malarcavik	900	600	False	False	True	True	4	False
3695	Prodigal Creature Enchantment Mastery	470	470	malarealoi	900	600	False	False	True	True	4	False
3696	Prodigal Missile Weapon Mastery	465	465	malarhatak	900	600	False	False	True	True	4	False
3697	Prodigal Finesse Weapon Mastery	472	472	malarluzael	900	600	False	False	True	True	4	False
3698	Prodigal Deception Mastery	474	474	malargualoi	900	600	False	False	True	True	4	False
3699	Prodigal Defender	475	475	malaraeguz	900	600	False	False	False	False	3	True
3700	Prodigal Endurance	478	478	malarcareth	900	600	False	False	True	True	4	False
3701	Prodigal Fealty	490	490	malarguavik	900	600	False	False	True	True	4	False
3702	Prodigal Fire Protection	479	479	helkasquatak	900	600	False	False	True	True	2	False
3703	Prodigal Flame Bane	480	480	malarquatak	900	600	False	False	False	False	3	True
3704	Prodigal Fletching Mastery	481	481	malarguareth	900	600	False	False	True	True	4	False
3705	Prodigal Focus	482	482	malarcaril	900	600	False	False	True	True	4	False
3706	Prodigal Frost Bane	467	467	malarquavik	900	600	False	False	False	False	3	True
3707	Prodigal Healing Mastery	483	483	malarguaguz	900	600	False	False	True	True	4	False
3708	Prodigal Heart Seeker	461	461	malaraereth	900	600	False	False	False	False	3	True
3709	Prodigal Hermetic Link	451	451	equinaevik	900	600	False	False	False	False	3	True
3710	Prodigal Impenetrability	458	458	malarquasith	900	600	False	False	False	False	3	True
3711	Prodigal Impregnability	496	496	malarofeth	900	600	False	False	True	True	4	False
3712	Prodigal Invulnerability	495	495	malarozael	900	600	False	False	True	True	4	False
3713	Prodigal Item Enchantment Mastery	485	485	malareapaj	900	600	False	False	True	True	4	False
3714	Prodigal Item Expertise	453	453	malarguaja	900	600	False	False	True	True	4	False
3715	Prodigal Jumping Mastery	486	486	malarguasith	900	600	False	False	True	True	4	False
3716	Prodigal Leadership Mastery	487	487	malarguatak	900	600	False	False	True	True	4	False
3717	Prodigal Life Magic Mastery	488	488	malareavik	900	600	False	False	True	True	4	False
3718	Prodigal Lightning Bane	477	477	malarquafeth	900	600	False	False	False	False	3	True
3719	Prodigal Lightning Protection	476	476	helkasquafeth	900	600	False	False	True	True	2	False
3720	Prodigal Lockpick Mastery	489	489	malarguaril	900	600	False	False	True	True	4	False
3721	Prodigal Light Weapon Mastery	462	462	malarlutak	900	600	False	False	True	True	4	False
3722	Prodigal Magic Item Expertise	454	454	malareareth	900	600	False	False	True	True	4	False
3723	Prodigal Magic Resistance	492	492	malaropaj	900	600	False	False	True	True	4	False
3724	Prodigal Mana Conversion Mastery	494	494	malareasith	900	600	False	False	True	True	4	False
3725	Prodigal Mana Renewal	493	493	boquarzhaloi	900	600	False	False	True	True	2	False
3726	Prodigal Monster Attunement	459	459	malarguapaj	900	600	False	False	True	True	4	False
3727	Prodigal Person Attunement	460	460	malarguazael	900	600	False	False	True	True	4	False
3728	Prodigal Piercing Bane	498	498	malarquaril	900	600	False	False	False	False	3	True
3729	Prodigal Piercing Protection	497	497	helkasquaril	900	600	False	False	True	True	2	False
3730	Prodigal Quickness	499	499	malarcaja	900	600	False	False	True	True	4	False
3731	Prodigal Regeneration	484	484	boquarzhapaj	900	600	False	False	True	True	2	False
3732	Prodigal Rejuvenation	506	506	boquarzhavik	900	600	False	False	True	True	2	False
3733	Prodigal Willpower	501	501	malarcasith	900	600	False	False	True	True	4	False
3734	Prodigal Light Weapon Mastery	462	462	malarlutak	900	600	False	False	True	True	4	False
3735	Prodigal Spirit Drinker	473	473	malaraeril	900	600	False	False	False	False	3	True
3736	Prodigal Sprint	500	500	malarguati	900	600	False	False	True	True	4	False
3737	Prodigal Light Weapon Mastery	462	462	malarlutak	900	600	False	False	True	True	4	False
3738	Prodigal Strength	507	507	malarcazael	900	600	False	False	True	True	4	False
3739	Prodigal Swift Killer	512	512	malaraetak	900	600	False	False	False	False	3	True
3740	Prodigal Heavy Weapon Mastery	508	508	malarluril	900	600	False	False	True	True	4	False
3741	Prodigal Missile Weapon Mastery	465	465	malarhatak	900	600	False	False	True	True	4	False
3742	Prodigal Light Weapon Mastery	462	462	malarlutak	900	600	False	False	True	True	4	False
3743	Prodigal War Magic Mastery	511	511	malareati	900	600	False	False	True	True	4	False
3744	Prodigal Weapon Expertise	455	455	malarluja	900	600	False	False	True	True	4	False
3745	Inferior Inferno Aegis	109	109	helkasquaguz	3600	245	False	False	False	False	2	True
3746	Inferno Aegis	109	109	helkasquaguz	3600	295	False	False	False	False	2	True
3747	Lesser Inferno Aegis	109	109	helkasquaguz	3600	195	False	False	False	False	2	True
3748	Master Salvager's Greater Boon	435	435	malareatak	360	325	False	False	False	False	4	True
3749	Master Alchemist's Boon	221	221	malareatak	180	325	False	False	False	False	4	True
3750	Master Alchemist's Greater Boon	221	221	malareatak	360	325	False	False	False	False	4	True
3751	Master Chef's Boon	216	216	malarguafeth	180	325	False	False	False	False	4	True
3752	Master Chef's Greater Boon	216	216	malarguafeth	360	325	False	False	False	False	4	True
3753	Fletching Master's Boon	218	218	malarguareth	180	325	False	False	False	False	4	True
3754	Fletching Master's Greater Boon	218	218	malarguareth	360	325	False	False	False	False	4	True
3755	Master Lockpicker's Boon	73	73	malarguaril	180	325	False	False	False	False	4	True
3756	Master Lockpicker's Greater Boon	73	73	malarguaril	360	325	False	False	False	False	4	True
3757	Master Salvager's Boon	435	435	malareatak	180	325	False	False	False	False	4	True
3758	Inky Armor	513	513	kedrakquasith	3600	1	False	False	False	True	2	True
3759	Mana Giver	283	283	careth	510	15	False	False	True	True	2	False
3760	Culinary Ecstasy	410	410	equinzhachor	1800	300	False	False	False	False	4	True
3761	Fiun Resistance	514	514	kedrakopaj	780	5	False	False	False	True	4	True
3762	Defiled Temple Portal Sending	214	214	shurovthiloi	-1	500	False	False	False	False	3	True
3763	Balloon Ride	214	214	shurovthiloi	-1	125	False	False	False	False	3	True
3764	Summons a portal to the Banderling Shrine	203	203	roigathiloi	60	200	False	False	True	False	3	False
3765	Entry to the Mausoleum of Bitterness	214	214		-1	500	False	False	False	False	3	True
3766	Entry to the Mausoleum of Bitterness	214	214		-1	500	False	False	False	False	3	True
3767	Entry to the Mausoleum of Bitterness	214	214		-1	500	False	False	False	False	3	True
3768	Bitter Punishment	214	214		-1	500	False	False	False	False	3	True
3769	Entry to the Mausoleum of Anger	214	214		-1	500	False	False	False	False	3	True
3770	Entry to the Mausoleum of Anger	214	214		-1	500	False	False	False	False	3	True
3771	Entry to the Mausoleum of Anger	214	214		-1	500	False	False	False	False	3	True
3772	Entry to the Mausoleum of Anger	214	214		-1	500	False	False	False	False	3	True
3773	Entry to the Mausoleum of Anger	214	214		-1	500	False	False	False	False	3	True
3774	Entry to the Mausoleum of Anger	214	214		-1	500	False	False	False	False	3	True
3775	Angry Punishment	214	214		-1	500	False	False	False	False	3	True
3776	Entry to the Mausoleum of Cruelty	214	214		-1	500	False	False	False	False	3	True
3777	Entry to the Mausoleum of Cruelty	214	214		-1	500	False	False	False	False	3	True
3778	Entry to the Mausoleum of Cruelty	214	214		-1	500	False	False	False	False	3	True
3779	Entry to the Mausoleum of Cruelty	214	214		-1	500	False	False	False	False	3	True
3780	Entry to the Mausoleum of Cruelty	214	214		-1	500	False	False	False	False	3	True
3781	Entry to the Mausoleum of Cruelty	214	214		-1	500	False	False	False	False	3	True
3782	Cruel Punishment	214	214		-1	500	False	False	False	False	3	True
3783	Entry to the Accursed Mausoleum of Bitterness	214	214		-1	500	False	False	False	False	3	True
3784	Entry to the Accursed Mausoleum of Bitterness	214	214		-1	500	False	False	False	False	3	True
3785	Entry to the Accursed Mausoleum of Bitterness	214	214		-1	500	False	False	False	False	3	True
3786	Entry to the Accursed Mausoleum of Bitterness	214	214		-1	500	False	False	False	False	3	True
3787	Entry to the Accursed Mausoleum of Bitterness	214	214		-1	500	False	False	False	False	3	True
3788	Entry to the Accursed Mausoleum of Bitterness	214	214		-1	500	False	False	False	False	3	True
3789	Slaughter Punishment	214	214		-1	500	False	False	False	False	3	True
3790	Entry to the Unholy Mausoleum of Bitterness	214	214		-1	500	False	False	False	False	3	True
3791	Entry to the Unholy Mausoleum of Bitterness	214	214		-1	500	False	False	False	False	3	True
3792	Entry to the Unholy Mausoleum of Bitterness	214	214		-1	500	False	False	False	False	3	True
3793	Entry to the Unholy Mausoleum of Bitterness	214	214		-1	500	False	False	False	False	3	True
3794	Entry to the Unholy Mausoleum of Bitterness	214	214		-1	500	False	False	False	False	3	True
3795	Entry to the Unholy Mausoleum of Bitterness	214	214		-1	500	False	False	False	False	3	True
3796	Entry to the Mausoleum of Bitterness	214	214		-1	500	False	False	False	False	3	True
3797	Entry to the Mausoleum of Bitterness	214	214		-1	500	False	False	False	False	3	True
3798	Entry to the Mausoleum of Bitterness	214	214		-1	500	False	False	False	False	3	True
3799	Black Marrow Bliss	84	84	equinzhaloi	-1	275	False	False	False	False	2	True
3800	Burning Spirit	517	517	equinzhachor	600	2	False	False	False	True	4	True
3801	Shadow Touch	518	518	kedrakozael	780	3	False	False	False	True	4	True
3802	Shadow Reek	426	426	kedrakeati	780	3	False	False	False	True	4	True
3803	Shadow Shot	439	439	kedrakhatak	780	3	False	False	False	True	4	True
3804	Shadow Shot	439	439	kedrakhafeth	780	3	False	False	False	True	4	True
3805	Acid Ring	222	222	volaequafeth	-1	200	False	True	False	False	1	False
3806	Flame Ring	226	226	volaequaguz	-1	200	False	True	False	False	1	False
3807	Force Ring	227	227	volaequazael	-1	200	False	True	False	False	1	False
3808	Lightning Ring	225	225	volaequasith	-1	200	False	True	False	False	1	False
3809	Minor Salvaging Aptitude	437	437	malareatak	3600	5	False	False	False	True	4	True
3810	Asheron’s Benediction	520	520		86400	100	False	False	False	False	4	True
3811	Blackmoor’s Favor	519	519		86400	100	False	False	False	False	2	True
3812	Tursh's Lair	214	214	thithi	-1	125	False	False	False	False	3	True
3813	Free Ride to Shoushi	214	214	thithi	-1	125	False	False	False	False	3	True
3814	Free Ride to Yaraq	214	214	thithi	-1	125	False	False	False	False	3	True
3815	Free Ride to Holtburg	214	214	thithi	-1	125	False	False	False	False	3	True
3816	Marksman's Ken	331	331	kedrakhatak	2400	10	False	False	False	True	4	True
3817	Hunter's Ward	379	379	kedrakquasith	2400	30	False	False	False	True	2	True
3818	Curse of Raven Fury	80	80	tugakquati	-1	300	False	True	False	False	2	True
3819	Conscript's Might	261	261	kedrakcareth	2400	10	False	False	False	True	4	True
3820	Conscript's Ward	379	379	kedrakquasith	2400	30	False	False	False	True	2	True
3821	Augur's Will	271	271	kedrakcareth	2400	10	False	False	False	True	4	True
3822	Augur's Glare	269	269	kedrakcareth	2400	10	False	False	False	True	4	True
3823	Augur's Ward	379	379	kedrakquasith	2400	30	False	False	False	True	2	True
3824	Marksman's Ken	331	331	kedrakhatak	2400	10	False	False	False	True	4	True
3825	Marksman's Ken	331	331	kedrakhatak	2400	10	False	False	False	True	4	True
3826	a powerful force	214	214		-1	125	False	False	False	False	3	True
3827	Lunnum's Embrace	160	160	malarquasith	3600	500	False	False	False	False	3	True
3828	Rage of Grael	323	323	kedrakaeril	10800	3	False	False	False	True	3	True
3829	Blessing of the Sundew	259	259	kedrakzhaloi	10800	25	False	False	False	True	2	True
3830	Blessing of the Fly Trap	257	257	kedrakzhapaj	10800	25	False	False	False	True	2	True
3831	Blessing of the Pitcher Plant	407	407	kedrakzhavik	10800	25	False	False	False	True	2	True
3832	Master's Voice	269	269	kedrakcaril	1800	10	False	False	False	True	4	True
3833	Minor Salvaging Aptitude	437	437	kedrakeatak	780	5	False	False	False	True	4	True
3834	Major Salvaging Aptitude	437	437	kedrakeatak	780	10	False	False	False	True	4	True
3835	Leviathan's Curse	80	80	equinzhapaj	-1	400	False	True	False	False	2	True
3836	Breath of the Deep	119	119	zojakquapaj	-1	400	False	True	False	False	1	True
3837	Water Island Access	214	214	thithi	-1	125	False	False	False	False	3	True
3838	Abandoned Mines Portal Sending	214	214	thithi	-1	125	False	False	False	False	3	True
3839	Brilliant Access	214	214	thithi	-1	125	False	False	False	False	3	True
3840	Dazzling Access	214	214	thithi	-1	125	False	False	False	False	3	True
3841	Devastated Access	214	214	thithi	-1	125	False	False	False	False	3	True
3842	Northeast Coast Portal Sending	214	214	thithi	-1	125	False	False	False	False	3	True
3843	Fire Island Access	214	214	thithi	-1	125	False	False	False	False	3	True
3844	Gatekeeper Access	214	214	thithi	-1	125	False	False	False	False	3	True
3845	Radiant Access	214	214	thithi	-1	125	False	False	False	False	3	True
3846	Ruined Access	214	214	thithi	-1	125	False	False	False	False	3	True
3847	Cataracts of Xik Minru	214	214	shurovthiloi	-1	500	False	False	False	False	3	True
3848	Combat Medication	93	93	helkasqualoi	60	320	False	False	True	True	2	False
3849	Night Runner	369	369	malarcaril	60	350	False	False	True	True	4	False
3850	Selflessness	280	280	careth	60	400	False	True	True	True	2	False
3851	Corrupted Essence	269	269	kedrakcaril	600	15	False	False	False	True	4	True
3852	Ravenous Armor	280	280	careth	600	10	False	False	True	True	2	False
3853	Ardent Defense	351	351	kedrakozael	600	12	False	False	False	True	4	True
3854	True Loyalty	345	345	kedrakguavik	600	12	False	False	False	True	4	True
3855	Flight of Bats	67	67	gua	780	100	False	False	False	False	4	True
3856	Ulgrim's Recall	214	214	shurovthizael	-1	150	False	False	False	False	3	True
3857	Pumpkin Rain	237	237		-1	320	False	False	False	False	1	True
3858	Pumpkin Ring	226	226	volaequaguz	-1	200	False	True	False	False	1	False
3859	Pumpkin Wall	233	233	quavoshquaguz	-1	200	False	True	False	False	1	False
3860	Sweet Speed	369	369	malarguativik	60	500	False	False	False	False	4	True
3861	Taste for Blood	377	377	kedrakluja	600	8	False	False	False	True	4	True
3862	Duke Raoul's Pride	11	11	malarcaja	1800	420	False	False	True	True	4	False
3863	Hunter's Hardiness	3	3	malarcaja	1800	420	False	False	True	True	4	False
3864	Zongo's Fist	1	1	malarcaja	1800	420	False	False	True	True	4	False
3865	Glenden Wood Recall	214	214	shurovthizael	-1	150	False	False	True	False	3	False
3866	Glacial Speed	78	78	equinguati	30	400	False	True	False	False	4	True
3867	Embrace of the Chill Shadow	289	289	kedrakquavik	10800	12	False	False	False	True	2	True
3868	Dardante's Keep Portal Sending	214	214	thi	-1	125	False	False	False	False	3	True
